PID,Name,Title,Journal,JournalISSN,JournalEISSN,Year,ContentType,PublicationSubtype,Status,ISI,ScopusId,FridaLevel,nsd,FullTextLink,FreeFulltext,doaj
585670,"Gunnarsson Payne, Jenny [shjyge10] [0000-0001-7764-6326] (Södertörns högskola [481], Institutionen för historia och samtidsstudier [11802], Etnologi [11806]) (Historiska studier)",Det mångfacetterade kulturbegreppet,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
532043,"Huss, Markus [shmshs09] [0000-0002-7306-2160] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Litteraturvetenskap [7460]) (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483])",Det slutna rummets utopi,Subaltern,1652-7046,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,TRUE,NA,NA,FALSE
680737,"Elgán, Tobias H. (Södertörns högskola [481], Institutionen för livsvetenskaper [486]) (Karlolinska instituet);Planson, A. -G;Beckwith, J.;Güntert, P.;Berndt, Kurt D. [SHKTBT] [0000-0002-3049-967X] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Kemi [7454]) (Karolinska institutet)",Determinants of activity in glutaredoxins : An in vitro evolved Grx1-like variant of Escherichia coli Grx3,Biochemical Journal,0264-6021,1470-8728,2010,Refereegranskat,NA,published,000282246700011,2-s2.0-77956697929,2,TRUE,NA,TRUE,FALSE
411430,"Karlholm, Dan [shdnkm03] [0000-0002-3154-9552] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Konstvetenskap [7456])",Developing the Picture : Wölfflin's Performance Art,Photography and Culture,1751-4517,1751-4525,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
511388,"Wallenstein, Sven-Olov [shsvwn02] [0000-0002-6968-3693] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384])",Diderot och kritiken,Paletten,0031-0352,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
708626,"Farhan, Christine [SHCEFH] [0000-0003-1649-9822] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Litteraturvetenskap [7460])",Die Rhetorik der starken Ostfrau II,Moderna Språk,0026-8577,0,2012,Refereegranskat,NA,published,000306927800004,2-s2.0-84862875190,0,TRUE,NA,TRUE,FALSE
456200,"Lindquist, Torkel [shtllt10] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])","Different Gender, Different Arabic? : The Case of Israel",Acta Orientalia,0001-6438,1600-0439,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
483000,"Larsson, Kristina A. E. [SHKRSV] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Saheed, Sefiu A.;Gradin, Therese [shtegn05] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Delp, Gabriele [SHGEDP] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Karpinska, Barbara [shbaka06] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Botha, Christiaan E. J.;Jonsson, Lisbeth M. V. [SHLHJN] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])",Differential regulation of 3-aminomethylindole/N-methyl-3-aminomethylindole N-methyltransferase and gramine in barley by both biotic and abiotic stress conditions,Plant physiology and biochemistry (Paris),0981-9428,1873-2690,2011,Refereegranskat,NA,published,000286998800014,2-s2.0-78650257385,1,TRUE,NA,NA,FALSE
356148,"Bolin, Göran [shgnbn] [0000-0003-0216-8862] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])","Digitization, Multiplatform Texts, and Audience Reception",Popular Communication,1540-5702,1540-5710,2010,Refereegranskat,NA,published,NA,2-s2.0-77956345946,2,TRUE,NA,NA,FALSE
462135,"Gustafsson, Kerstin [shkngn06] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]);Blidberg, Eva;Elfgren, Irene Karlsson;Hellström, Anna;Kylin, Henrik;Gorokhova, Elena",Direct and indirect effects of the fungicide azoxystrobin in outdoor rackish water microcosms,Ecotoxicology,0963-9292,1573-3017,2010,Refereegranskat,NA,published,000273979000019,2-s2.0-76849083371,1,TRUE,NA,NA,FALSE
415116,"Lind, Emma E [sheaen02] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Grahn, Mats [shmsgn] [0000-0003-3389-4162] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362])",Directional genetic selection by pulp mill effluent on multiple natural populations of three-spined stickleback (Gasterosteus aculeatus),Ecotoxicology,0963-9292,1573-3017,2011,Refereegranskat,NA,published,000289848600003,2-s2.0-79955829367,1,TRUE,NA,TRUE,FALSE
449051,"Schmid, Monika S.;Beers Fägersten, Kristy [shkybn09] [0000-0003-2277-2282] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Engelska [7374])",Disfluency Markers in L1 Attrition,Language learning,0023-8333,1467-9922,2010,Refereegranskat,NA,published,000284278700003,2-s2.0-78449271110,2,TRUE,NA,NA,FALSE
585640,"Gerber, Sofi [shsigr05] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]);Gunnarsson Payne, Jenny [shjyge10] [0000-0001-7764-6326] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]);Lundgren, Anna Sofia (Umeå universitet)",Diskursetnologi,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2012,Övrigt vetenskapligt,editorialMaterial,published,NA,NA,1,TRUE,NA,NA,FALSE
585656,"Gunnarsson Payne, Jenny [shjyge10] [0000-0001-7764-6326] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]) (Historiska studier)",Diskursetnologiska utmaningar : Från politisk teori till empirinära kulturforskning - och vidare,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
537969,"Huss, Markus [shmshs09] [0000-0002-7306-2160] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]) (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Litteraturvetenskap [7460]);Kaakinen, Kaisa (Department of Comparative Literature, Cornell University);Willner, Jenny (Insitut für allgemeine und vergleichende Literaturwissenschaft, Ludwig-Maximilians-Universität München)",Dislocating literature : Transnational literature and literary studies in the Baltic Sea region,Baltic Worlds,2000-2955,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,TRUE,TRUE
488146,"Wadstein MacLeod, Katarina [shkawd09] [0000-0001-7933-246X] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Konstvetenskap [7456])","Disrupted Perspectives : Interpreting ""Friends"" by Hanna Hirsch-Pauli",Konsthistorisk Tidskrift,0023-3609,1651-2294,2011,Refereegranskat,NA,published,000296848500003,2-s2.0-80053429184,1,TRUE,NA,NA,FALSE
434508,"Kaun, Anne [shaekn07] [0000-0002-5879-2130] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498]);Guyard, Carina [shcagd04] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498]) (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483])",Divergent views : social media experts and young citizens on politics 2.0,International Journal of Electronic Governance,1742-7509,1742-7517,2011,Refereegranskat,NA,published,NA,2-s2.0-84898972997,1,TRUE,NA,NA,FALSE
414669,"Hjort, Karin [shknht09] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Goldberg, Alina V.;Tsaousis, Anastasios D.;Hirt, Robert P.;Embley, T. Martin",Diversity and reductive evolution of mitochondria among microbial eukaryotes,Philosophical Transactions of the Royal Society of London. Biological Sciences,0962-8436,1471-2970,2010,Refereegranskat,NA,published,000274130200003,2-s2.0-77349122827,2,TRUE,NA,NA,FALSE
680269,"Scott, Carl-Gustaf [shcfst02] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Djurgårdens Fina Grabbar : Local identities and the cross-national transfer of spectator-related football violence,Histoire Sociale,0018-2257,1918-6576,2012,Refereegranskat,NA,published,000314136700002,2-s2.0-84875729250,1,TRUE,NA,NA,FALSE
452107,"Rodin, Johnny [SH99JYRN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Do it yourself urbanism,Baltic Worlds,2000-2955,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,TRUE,TRUE
526376,"Ilves, Kristin [shknis08] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Do Ships Shape the Shore? : An Analysis of the Credibility of Ship Archaeological Evidence for Landing Site Morphology in the Baltic Sea,International Journal of Nautical Archaeology,1057-2414,1095-9270,2012,Refereegranskat,NA,published,000300675400008,2-s2.0-84857185419,2,TRUE,NA,NA,FALSE
424969,"Doeser, Fredrik [SHFKDR02] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Domestic politics and foreign policy change in small states : The fall of the Danish ‘footnote policy’,Cooperation and Conflict,0010-8367,1460-3691,2011,Refereegranskat,NA,published,000294891100006,2-s2.0-79958807529,1,TRUE,NA,NA,FALSE
356153,"Bolin, Göran [shgnbn] [0000-0003-0216-8862] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Domesticating the Mobile in Estonia,New Media and Society,1461-4448,1461-7315,2010,Refereegranskat,NA,published,000274664200004,2-s2.0-77649241613,2,TRUE,NA,NA,FALSE
431709,"Nylund Skog, Susanne [shseng09] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])","""Don't give me away Mummy"" : Message and emotion in a Jewish woman’s Holocaust narrative",Elore,1456-3010,1456-3010,2010,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
578508,"Nilsson, Torbjörn [shtnnn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Dröm eller mardröm? : Grunnloven 1814 med svenska ögon,Arr. Idéhistorisk tidsskrift,0802-7005,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
808941,"Sörbom, Adrienne [shaesm09] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508])",Dubbla budskap och enkel solidaritet,Fronesis,1404-2614,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
481000,"Ström, Annika [sh00aasm] [0000-0003-4230-1832] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Retorik [7490])",Dyra och dugliga dygder : Klassisk epideiktik i tidigmodern retorisk teori,Rhetorica Scandinavica,1397-0534,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
462767,"Eriksson, Fredrik L. [SHFLEN] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497]);Wawrzeniuk, Piotr [shprwk] [0000-0002-8526-5838] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497]);Eellend, Johan [SHJNED] [0000-0001-6995-9592] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])","Döden i militära minnen och myter i Östersjöområdet, efter det stora kriget fram till 1939",Historisk Tidskrift (S),0345-469X,0,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,FALSE
452247,"Hellstén, Meeri [shmihn09] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479])",Editorial,Issues in educational research,0313-7155,1837-6290,2011,Övrigt vetenskapligt,editorialMaterial,published,NA,2-s2.0-80052236443,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:452247/FULLTEXT02.pdf,NA,TRUE
452248,"Hellstén, Meeri [shmihn09] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479])",Editorial,Issues in educational research,0313-7155,1837-6290,2010,Övrigt vetenskapligt,editorialMaterial,published,NA,2-s2.0-77956852930,1,TRUE,NA,NA,TRUE
687171,"Rodell-Olgaç, Christina [shcarc03] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479]);Hellstén, Meeri [shmihn09]",Editorial : Special issue in intercultural and critical education,Issues in educational research,0313-7155,1837-6290,2012,Övrigt vetenskapligt,editorialMaterial,published,NA,2-s2.0-84865398746,1,TRUE,NA,NA,TRUE
454191,"Gradskova, Yulia [SHIAGA02] [0000-0002-0975-5560] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])","Educating Parents : Public Preschools and Parenting in Soviet Pedagogical Publications, 1945-1989",Journal of Family History,0363-1990,1552-5473,2010,Refereegranskat,NA,published,000278757800005,2-s2.0-77953889448,1,TRUE,NA,NA,FALSE
428394,"Stirbu, Irina;Kunst, Anton E;Bopp, Matthias;Leinsalu, Mall [SH99MLLU] [0000-0003-4453-4760] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Regidor, Enrique;Esnaola, Santiago;Costa, Giuseppe;Martikainen, Pekka;Borrell, Carme;Deboosere, Patrik;Kalediene, Ramune;Rychtarikova, Jitka;Artnik, Barbara;Mackenbach, Johan P.",Educational inequalities in avoidable mortality in Europe,Journal of Epidemiology and Community Health,0143-005X,1470-2738,2010,Refereegranskat,NA,published,000281605100013,2-s2.0-77956392465,2,TRUE,NA,NA,FALSE
458001,"Alvarez, J. L.;Kunst, A. E.;Leinsalu, Mall [SH99MLLU] [0000-0003-4453-4760] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Bopp, M.;Strand, B. H.;Menvielle, G.;Lundberg, O.;Martikainen, P.;Deboosere, P.;Kalediene, R.;Artnik, B.;Mackenbach, J. P.;Richardus, J. H.",Educational inequalities in tuberculosis mortality in sixteen European populations,The International Journal of Tuberculosis and Lung Disease,1027-3719,1815-7920,2011,Refereegranskat,NA,published,000296174400010,2-s2.0-80053992666,1,TRUE,NA,NA,FALSE
393735,"Jaensson, Alia [shaajn03];Olsén, K Håkan [SHHNON] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362])",Effects of copper on olfactory-mediated endocrine responses and reproductive behaviour in mature male brown trout Salmo trutta parr to conspecific females,Journal of Fish Biology,0022-1112,1095-8649,2010,Refereegranskat,NA,published,000275466200003,2-s2.0-77951657749,1,TRUE,NA,NA,FALSE
393729,"Hallgren, Stefan [shsnhn02] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]);Olsén, K Håkan [SHHNON] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362])",Effects on Guppy Brain Aromatase Activity Following Short-Term Steroid and 4-Nonylphenol Exposures,Environmental Toxicology,1520-4081,1522-7278,2010,Refereegranskat,NA,published,000277689000007,2-s2.0-77954358974,1,TRUE,NA,NA,FALSE
385702,"Lennerhed, Lena [shlald] [0000-0001-6921-2480] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Idéhistoria [7356])",Elise Ottesen-Jensen,Genus,1403-8943,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
546688,"Werner, Ann [shwran08] [0000-0002-2540-8497] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Genusvetenskap [7393])",Emotions in music culture : the circulation of love,Global Media Journal :  Australian Edition,1835-2340,1835-2340,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,FALSE
636451,"Siibak, Andra [shaask10] (University of Tartu, Estonia);Forsman, Michael [SHMLFN] [0000-0001-8669-5752] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498]);Hernwall, Patrik [shpkhl04] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468]) (Stockhom University)",Employing Creative Research Methods with Tweens in Estonia and Sweden : Reflections on a Case Study of Identity Construction on Social Networking Sites,Journal of technology in human services,1522-8835,1522-8991,2012,Refereegranskat,NA,published,NA,2-s2.0-84916244120,1,TRUE,NA,NA,FALSE
462190,"Huss, Markus [shmshs09] [0000-0002-7306-2160] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Litteraturvetenskap [7460])",En estetisk fundamentalist besatt av ytan,Svenska Dagbladet,1101-2412,0,2011,"Övrig (populärvetenskap, debatt, mm)",newsItem,published,NA,NA,0,FALSE,NA,TRUE,FALSE
451860,"Norell, Magnus;Sultán Sjöqvist, Madeleine [shmest10] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",En fatwa från diskrimineringsombudsmannen : Katrin Linna extraknäcker som teologisk expert,Sans : existentiellt magasin i upplysningens anda,2000-9690,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
380224,"Björk, Ragnar [shrrbk] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",En historikerbok,Personhistorisk Tidskrift,0031-5699,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
931151,"Jungar, Ann-Cathrine [sh01aejr] [0000-0002-7203-9495] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",En ny nordisk partifamilj,"Nordisk Tidskrift för vetenskap, konst och industri",0029-1501,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,1,TRUE,NA,TRUE,FALSE
434835,"Hill, Helena [shhahl03] [0000-0003-2812-6150] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Genusvetenskap [7393])","En riktig revolutionär : klass, kön och politiskt motstånd i den svenska 68-vänstern",Norma,1890-2138,1890-2146,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
421471,"Winroth, Karin [shknwh04] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389]);Blomberg, Jesper;Kjellberg, Hans",Enacting Overlapping Markets : Constructing the Identity of Shares in Investment Banking,Journal of Cultural Economy,1753-0350,1753-0369,2010,Refereegranskat,NA,published,NA,2-s2.0-79960522930,0,TRUE,NA,NA,FALSE
560970,"Tikka, Pia (Aalto University, AivoAaalto);Väljamäe, Aleksander;de Borst, Aline (Aalto University);Pugliese, Roberto (Aalto University);Ravaja, Niklas (Aalto University);Kaipainen, Mauri [shmikn08] [0000-0002-2531-0860] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468]);Takala, Tapio (Aalto University)",Enactive cinema paves way for understanding complex real-time social interaction in neuroimaging experiments,Frontiers in Human Neuroscience,1662-5161,1662-5161,2012,Refereegranskat,NA,published,000311227000001,2-s2.0-84871258431,0,TRUE,http://sh.diva-portal.org/smash/get/diva2:560970/FULLTEXT07.pdf,NA,TRUE
448333,"Kaipainen, Mauri [shmikn08] [0000-0002-2531-0860] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468]);Ravaja, Niklas;Tikka, Pia;Vuori, Rasmus;Pugliese, Roberto;Rapino, Marco;Takala, Tapio",Enactive Systems and Enactive Media : Embodied human-machine coupling beyond interfaces,"Leonardo: Journal of the International Society for the Arts, Sciences and Technology",0024-094X,1530-9282,2011,Refereegranskat,NA,published,000295390300008,2-s2.0-79957648340,2,TRUE,http://sh.diva-portal.org/smash/get/diva2:448333/FULLTEXT02.pdf,NA,FALSE
482921,"Bouzarovski, Stefan;Bassin, Mark [shmkbn10] [0000-0001-5692-4171] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Idéhistoria [7356])",Energy and Identity : Imagining Russia as a Hydrocarbon Superpower,Annals of the Association of American Geographers,0004-5608,1467-8306,2011,Refereegranskat,NA,published,000291495100009,2-s2.0-79958722326,2,TRUE,NA,NA,FALSE
463682,"Hvenekilde Seim, Øyvind [shodhm09] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]) (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",Ensretting hindrer forsoning på Balkan,Bergens Tidende,0804-8983,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
487578,"Wadstein MacLeod, Katarina [shkawd09] [0000-0001-7933-246X] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Konstvetenskap [7456])",Envis överlevare som inspirerat generationer,Svenska Dagbladet,1101-2412,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
448154,"Kaipainen, Mauri [shmikn08] [0000-0002-2531-0860] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468]);Hautamäki, Antti",Epistemic pluralism and multi-perspective knowledge organization : Explorative conceptualization of topical content domains,Knowledge organization,0943-7444,0,2011,Refereegranskat,NA,published,000297631100004,2-s2.0-82455204673,1,TRUE,NA,NA,FALSE
539763,"Fransson, Nadja [shnefn10] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Retorik [7490]);Stagnell, Alexander [sharsl10] [0000-0002-0847-2024] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Retorik [7490])","Ernest G. Bormann ""Fantasier och retoriska visioner. Den retoriska analysen av sociala verkligheter"" : Översatt och med introduktion av Nadja Fransson &amp; Alexander Stagnell",Rhetorica Scandinavica,1397-0534,0,2012,Övrigt vetenskapligt,editorialMaterial,published,NA,NA,1,TRUE,NA,NA,FALSE
515599,"af Burén, Ann [shanan07] [0000-0002-7231-0548] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Especially Loved by Allah : Muslim and LGBTQ in Istanbul,Temenos,0497-1817,2342-7256,2011,Refereegranskat,NA,published,000299146700004,NA,2,TRUE,NA,NA,FALSE
662072,"Weigelt, Charlotta [sh99casg] [0000-0002-6457-5634] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384])",Ett möjligt ursprung? : Aristoteles om naturens grunder och vetbarhet i <em>Fysiken</em>,Filosofisk Tidskrift,0348-7482,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:662072/FULLTEXT02.pdf,NA,FALSE
505497,"Wolanik Boström, Katarzyna [shkawm07] [0000-0001-8152-2086] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]);Öhlander, Magnus [shmsor] [0000-0002-0712-0123] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Ett samtal om samförståndsblinkningar och solskenshistorier,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
563426,"Zurek, Karolina [shkazk11] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Euro Plus Pact : Between Global Competitiveness and Local Social Concerns,European Policy Analysis,0,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
548201,"Fornäs, Johan [shjnfs09] [0000-0002-9419-4883] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",European identification : Symbolic mediations of unity and diversity,Global Media Journal :  Australian Edition,1835-2340,1835-2340,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
635657,"Wagué, Cheick [shckwe] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389])",European Monetary Union and the Optimal Currency Area Theory : The Competitiveness Gap within the Eurozone,International Journal of Business Strategy,1553-9563,0,2012,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
483062,"Walters, Michael L.;Lohse, Manja;Hanheide, Marc;Wrede, Britta;Syrdal, Dag Sverre;Koay, Kheng Lee;Green, Anders;Hüttenrauch, Helge [shhehh08] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Informatik [7408]);Dautenhahn, Kerstin;Sagerer, Gerhard;Severinson-Eklundh, Kerstin",Evaluating the Robot Personality and Verbal Behavior of Domestic Robots Using Video-Based Studies,Advanced Robotics,0169-1864,1568-5535,2011,Refereegranskat,NA,published,000297801000001,2-s2.0-81755175657,1,TRUE,NA,NA,FALSE
413908,"Svenaeus, Fredrik [SHFKSS] [0000-0002-8973-8591] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Centrum för praktisk kunskap [5550])",Evidensbaseringsrörelsen och det goda omdömet : en kritisk betraktelse,Ikaros : tidskrift om människan och vetenskapen,1796-1998,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
577711,"Graf, Heike [shhegf] [0000-0003-1443-6537] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Examining Garden Blogs as a Communication System,International Journal of Communication,1932-8036,1932-8036,2012,Refereegranskat,NA,published,000311216100010,NA,0,TRUE,NA,TRUE,FALSE
360235,"Fornäs, Johan [shjnfs09] [0000-0002-9419-4883] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])","Exclusion, Polarization, Hybridization, Assimilation : Otherness and Modernity in the Swedish Jazz Age",Popular music and society,0300-7766,1740-1712,2010,Refereegranskat,NA,published,000277648300005,2-s2.0-77951764054,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:360235/FULLTEXT02.pdf,NA,FALSE
